01_prenom,02_genre,03_nom,04_age,05_niveau,06_attaque,07_defense,08_physique,09_technique,10_endurance,11_forme
lujayn,f,TIDWELL,15,Junior,38,88,61,59,77,75
lujza,f,LOVELL,28,Adulte,58,60,37,85,43,68
luka,m,MINER,33,Adulte,81,54,70,70,73,35
lukács,m,DOSS,19,Adulte,97,63,59,33,40,34
lukas,m,DAHL,33,Adulte,76,88,97,64,93,69
luke,m,DELATORRE,19,Adulte,42,74,93,30,31,99
luksa,f,STANFORD,17,Junior,97,84,52,35,34,41
lula,f,KAUFFMAN,27,Adulte,87,33,70,90,85,81
lulu,f,VELA,35,Adulte,96,51,64,69,91,90
luminita,f,GAGNON,17,Junior,47,42,97,97,88,38
lumusi,f,WINSTON,24,Adulte,43,49,46,38,42,78
luna,f,GOMES,32,Adulte,65,51,67,94,76,75
luned,f,THACKER,17,Junior,91,84,44,69,99,70
lunete,f,CORONADO,19,Adulte,39,77,64,100,45,50
lupe,f,ASH,21,Adulte,94,41,33,55,64,68
lupita,f,JARRETT,18,Adulte,96,63,70,40,75,82
lurdes,f,HAGER,27,Adulte,77,100,88,49,89,63
lure,f,SAMUELS,27,Adulte,74,31,86,34,31,58
lutfi,m,METZGER,16,Junior,35,75,55,71,66,75
lutgard,f,RAINES,26,Adulte,71,60,58,45,84,96
lutgardis,f,SPIVEY,18,Adulte,72,55,96,43,80,33
luther,m,MAURER,28,Adulte,93,87,40,50,71,60
lúðvík,m,HAN,13,Junior,57,68,38,36,63,96
lutz,m,VOSS,13,Junior,100,70,46,85,57,57
luuk,m,HENLEY,31,Adulte,92,90,74,86,99,57
luukas,m,CABALLERO,25,Adulte,82,34,33,83,98,69
luvenia,f,CARUSO,30,Adulte,99,98,78,59,32,80
luvinia,f,COULTER,12,Junior,76,39,83,94,99,30
lux,f,NORTH,20,Adulte,52,63,57,96,37,36
luz,f,FINN,30,Adulte,66,58,59,93,42,41
luzia,f,CAHILL,23,Adulte,94,71,50,91,59,98
lyall,m,LANIER,13,Junior,93,64,93,39,46,93
lycurgus,m,SOUZA,13,Junior,57,35,55,50,58,60
lyda,f,MCWILLIAMS,16,Junior,90,58,54,68,90,30
lydia,f,DEAL,10,Junior,90,72,67,70,57,70
lydie,f,URBAN,16,Junior,81,66,66,54,78,52
lyle,m,SCHAFFER,12,Junior,98,32,89,35,34,89
lyn,f,HOUSER,11,Junior,86,42,45,65,62,33
lynda,f,CUMMINS,21,Adulte,64,33,51,52,41,80
lyndi,f,ROMO,11,Junior,62,76,49,92,33,36
lyndon,m,CROCKER,20,Adulte,38,90,34,43,75,50
lyndsay,f,BASSETT,22,Adulte,44,67,70,40,58,38
lyndsea,f,KRUSE,35,Adulte,56,92,83,35,59,30
lyndsey,f,BOLDEN,24,Adulte,30,74,98,60,47,33
lynette,f,YBARRA,19,Adulte,73,41,63,36,43,53
lynn,f,METZ,22,Adulte,71,49,86,44,40,64
lynna,f,ROOT,24,Adulte,59,33,34,65,31,68
lynne,f,MCMULLEN,21,Adulte,43,74,99,46,36,46
lynnette,f,HAGAN,35,Adulte,74,34,85,51,43,65
lynsay,f,CRUMP,12,Junior,75,43,30,75,40,81
lynsey,f,GUIDRY,10,Junior,40,69,54,59,96,85
lynton,m,BRANTLEY,10,Junior,33,59,48,51,84,49
lynwood,m,KEARNEY,14,Junior,43,42,94,67,67,94
lyov,m,BEAL,19,Adulte,35,86,93,50,89,47
lyra,f,TOTH,35,Adulte,76,98,93,70,80,73
lyric,f,JORGENSEN,27,Adulte,52,96,87,30,96,47
lysander,m,TIMMONS,20,Adulte,45,52,74,84,74,39
lysandra,f,MILTON,12,Junior,53,100,57,69,77,62
lysette,f,TRIPP,11,Junior,99,95,53,87,81,53
lysimachus,m,HURD,33,Adulte,59,60,35,59,51,59
lysistrata,f,SAPP,18,Adulte,94,37,54,74,96,42
lyssa,f,WHITMAN,33,Adulte,84,80,43,75,38,36
lyuba,f,MESSER,27,Adulte,87,57,96,59,41,69
lyubov,f,BURGOS,25,Adulte,69,85,94,68,77,41
lyudmila,f,MAJOR,32,Adulte,95,48,46,49,30,49
lyudmyla,f,WESTBROOK,26,Adulte,75,79,58,90,36,67
lyydia,f,CASTLE,21,Adulte,57,69,47,82,79,89
lyyti,f,SERNA,11,Junior,43,94,85,62,44,69
maaike,f,CARLISLE,16,Junior,48,98,59,97,66,81
maaria,f,VARELA,35,Adulte,90,100,79,31,68,98
maarit,f,CULLEN,30,Adulte,72,85,87,89,34,56
maarja,f,WILHELM,11,Junior,40,56,74,52,81,52
maarten,m,BERGERON,18,Adulte,62,45,53,56,34,70
maartje,f,BURGER,11,Junior,65,42,80,34,74,90
maas,m,POSEY,27,Adulte,55,98,73,35,59,63
maata,f,BARNHART,30,Adulte,39,69,58,73,44,76
mabel,f,HACKETT,17,Junior,49,85,78,84,34,62
mabella,f,MADRIGAL,29,Adulte,73,91,88,87,93,61
mabelle,f,EUBANKS,18,Adulte,54,41,87,100,90,39
mable,f,SIZEMORE,29,Adulte,72,60,82,83,84,50
mabon,m,HILLIARD,28,Adulte,86,84,57,99,98,75
macarena,f,HARGROVE,13,Junior,35,71,39,37,75,67
macaria,f,BOUCHER,29,Adulte,48,80,85,42,37,47
macario,m,THOMASON,31,Adulte,82,45,80,30,39,58
macey,f,MELVIN,11,Junior,69,33,66,88,87,68
machteld,f,ROPER,28,Adulte,55,76,85,72,51,47
macie,f,BARNARD,27,Adulte,69,90,99,31,64,59
maciej,m,FONSECA,34,Adulte,72,72,72,32,88,39
mack,m,PEDERSEN,12,Junior,72,50,92,89,64,68
mackenzie,m,QUIROZ,26,Adulte,41,80,57,45,81,100
macsen,m,WASHBURN,27,Adulte,44,98,97,57,74,93
macy,f,HOLLIDAY,10,Junior,66,66,75,39,33,73
madai,m,YEE,22,Adulte,72,41,52,71,90,46
madailéin,f,RUDOLPH,35,Adulte,40,69,65,66,83,70
madalena,f,BERMUDEZ,35,Adulte,85,61,81,57,36,60
madalyn,f,COYLE,22,Adulte,72,61,46,56,42,30
mädchen,f,GIL,23,Adulte,77,74,84,69,32,74
maddalena,f,PINA,25,Adulte,86,61,52,53,85,47
maddison,f,GOODRICH,20,Adulte,68,59,61,78,34,54
madelaine,f,ELIAS,22,Adulte,54,34,99,36,94,62
madeleine,f,LOCKWOOD,11,Junior,96,91,99,77,88,45
madelina,f,CABRAL,17,Junior,96,39,42,97,100,53
madeline,f,CARRANZA,14,Junior,71,35,33,87,100,73
madelyn,f,DUVALL,14,Junior,34,79,88,85,78,99
madge,f,CORNELIUS,24,Adulte,34,88,94,81,80,95
madhav,m,MCCOLLUM,11,Junior,67,70,86,61,40,76
madhavi,f,STREET,35,Adulte,77,80,62,55,79,76
madhu,f,MCNEAL,19,Adulte,77,56,100,79,66,58
madhukar,m,CONNORS,33,Adulte,83,36,34,50,43,37
madhur,f,ANGEL,11,Junior,80,39,45,56,56,71
madison,m,PAULSON,13,Junior,75,44,35,73,34,91
madisyn,f,HINSON,33,Adulte,60,32,62,83,76,31
madlyn,f,KEENAN,25,Adulte,94,31,68,43,43,73
madoc,m,SHELDON,10,Junior,100,87,49,31,68,65
madog,m,FARR,32,Adulte,36,96,46,39,50,74
madoline,f,EDDY,15,Junior,85,45,38,93,94,66
madonna,f,SAMUEL,24,Adulte,34,68,53,62,88,36
mads,m,RING,34,Adulte,40,53,71,31,68,55
madyson,f,LEDBETTER,20,Adulte,47,67,39,80,64,37
mae,f,BETTS,29,Adulte,39,61,30,44,51,33
maegan,f,FONTENOT,25,Adulte,54,63,52,76,42,72
maeja,f,GIFFORD,24,Adulte,82,84,33,94,43,56
maeleachlainn,m,HANNAH,18,Adulte,51,66,59,46,31,66
maeva,f,HANLEY,17,Junior,37,51,97,76,52,56
maeve,f,PERSON,28,Adulte,61,42,82,66,93,67
mafalda,f,FOUNTAIN,29,Adulte,72,62,65,100,87,52
magda,f,LEVIN,15,Junior,58,85,33,98,35,63
magdalen,f,STUBBS,14,Junior,48,52,73,48,98,60
magdalena,f,HIGHTOWER,14,Junior,89,63,61,55,71,74
magdalene,f,MURDOCK,29,Adulte,98,50,96,81,49,55
magdalone,f,KOEHLER,24,Adulte,84,62,44,64,38,90
magdolna,f,MA,22,Adulte,42,78,60,60,58,70
maggie,f,ENGLE,14,Junior,55,46,33,51,74,63
magnhild,f,SMILEY,23,Adulte,91,44,95,65,71,57
magnolia,f,CARMICHAEL,20,Adulte,48,35,67,67,37,51
magnus,m,SHEFFIELD,17,Junior,99,55,60,100,69,31
maha,f,LANGSTON,27,Adulte,71,94,54,98,35,87
mahala,f,MCCRACKEN,32,Adulte,70,44,45,80,70,38
mahalah,m,YOST,15,Junior,89,88,80,34,96,49
mahalath,f,TROTTER,14,Junior,36,92,48,98,41,35
mahali,m,STORY,31,Adulte,87,39,69,89,92,58
mahalia,f,STARKS,16,Junior,40,70,63,99,49,65
mahatma,m,LUJAN,21,Adulte,92,75,59,37,67,77
mahavir,m,BLOUNT,30,Adulte,50,62,52,76,90,77
mahendra,m,CODY,34,Adulte,50,34,72,56,61,39
mahin,f,RUSHING,28,Adulte,70,52,93,55,48,39
mahinder,m,BENOIT,35,Adulte,39,93,78,63,36,78
mahlah,f,HERNDON,30,Adulte,54,64,58,95,54,76
mahli,m,JACOBSEN,20,Adulte,46,50,85,81,97,85
mahmood,m,NIETO,34,Adulte,96,80,56,81,87,67
mahmud,m,WISEMAN,27,Adulte,42,70,95,96,46,43
mahomet,m,LAYTON,25,Adulte,48,53,33,91,71,54
mahon,m,EPPS,30,Adulte,45,96,95,75,81,60
mahvash,f,SHIPLEY,14,Junior,34,32,36,39,78,47
mai,f,LEYVA,30,Adulte,36,55,97,34,63,95
maia (1),f,REEDER,12,Junior,87,74,43,77,72,80
maia (2),f,BRAND,21,Adulte,34,35,49,44,89,60
maighread,f,ROLAND,21,Adulte,45,94,40,54,99,89
maija,f,FITCH,30,Adulte,82,50,71,30,91,41
maike,f,RICO,22,Adulte,69,54,77,40,70,48
maile,f,NAPIER,32,Adulte,35,73,47,79,67,38
mainchín,m,CRONIN,35,Adulte,52,52,99,35,93,69
mainio,m,MCQUEEN,13,Junior,51,99,37,50,62,62
mair,f,PAREDES,27,Adulte,57,57,50,84,97,97
máire,f,TRENT,26,Adulte,36,87,63,100,78,31
mairéad,f,CHRISTIANSEN,25,Adulte,30,98,63,76,87,67
mairead,f,SPANGLER,26,Adulte,44,40,60,46,46,53
mairenn,f,PETTIT,23,Adulte,56,81,91,89,74,48
màiri,f,LANGFORD,19,Adulte,60,76,46,50,39,79
máirín,f,BENAVIDES,23,Adulte,87,55,65,45,88,71
mairtín,m,PENN,15,Junior,48,59,46,92,59,34
mairwen,f,PAIGE,26,Adulte,39,44,59,56,47,69
maisie,f,WEIR,35,Adulte,95,88,94,100,55,76
maite,f,DIETZ,16,Junior,61,84,42,95,41,59
maitiú,m,PRATER,12,Junior,100,98,48,67,39,56
maitland,m,BREWSTER,21,Adulte,30,35,55,73,81,62
maja,f,LOUIS,21,Adulte,76,72,55,36,89,70
major,m,DIEHL,19,Adulte,82,72,41,97,86,75
makaio,m,PACK,30,Adulte,75,72,39,72,40,36
makari,m,SPAULDING,11,Junior,90,31,33,45,75,100
makayla,f,ERNST,33,Adulte,59,33,40,61,60,48
makeda,f,AVILES,12,Junior,46,62,92,45,62,59
makenna,f,NOWAK,31,Adulte,93,32,44,57,71,100
makenzie,f,OLVERA,14,Junior,50,50,49,42,38,77
makram,m,ROCK,13,Junior,97,64,98,42,90,83
maksim,m,MANSFIELD,13,Junior,67,71,81,86,75,37
maksimilian,m,AQUINO,10,Junior,66,49,40,96,30,70
mala,f,OGDEN,16,Junior,40,75,44,32,64,76
malachi,m,STACY,28,Adulte,89,86,57,93,87,86
malachy,m,RIZZO,29,Adulte,62,46,69,44,91,86
malaika,f,SYLVESTER,23,Adulte,51,73,85,68,79,93
malak,f,GILLIS,12,Junior,85,54,74,58,33,38
malakai,m,SANDS,32,Adulte,61,53,45,98,68,49
malamis,m,MACHADO,30,Adulte,73,58,63,72,77,61
malandra,f,LOVETT,30,Adulte,53,52,39,84,36,31
malati,f,DUONG,20,Adulte,69,47,95,78,59,72
malcolm,m,HYATT,27,Adulte,57,80,75,75,57,75
malcom,m,LANDIS,24,Adulte,68,93,88,50,90,97
maldwyn,m,PLATT,10,Junior,86,94,53,96,42,78
maleah,f,BUSTAMANTE,33,Adulte,40,66,75,100,39,99
maleko,m,HEDRICK,32,Adulte,92,41,84,31,90,72
malene,f,PRITCHETT,28,Adulte,65,34,100,83,68,98
malgorzata,f,GASTON,33,Adulte,53,88,45,46,97,36
malia,f,DOBSON,35,Adulte,30,40,85,89,61,38
malie,f,CAUDILL,34,Adulte,30,48,83,56,58,60
malik,m,TACKETT,18,Adulte,54,41,32,100,39,70
malika,f,BATEMAN,30,Adulte,86,77,99,60,32,31
malin,f,LANDERS,22,Adulte,85,68,48,52,46,37
malina,f,CARMONA,31,Adulte,31,53,80,94,90,94
malinda,f,GIPSON,34,Adulte,74,43,85,64,81,64
malka,f,URIBE,25,Adulte,54,58,40,96,74,98
mallaidh,f,MCNEILL,33,Adulte,45,88,76,89,88,42
mallory,m,LEDFORD,27,Adulte,41,94,74,77,45,45
mallt,f,MIMS,15,Junior,32,32,89,40,99,59
malone,m,ABEL,26,Adulte,40,100,97,75,30,82
malvina,f,GOLD,16,Junior,50,45,84,83,41,44
malvolio,m,SMALLWOOD,26,Adulte,86,31,59,36,79,75
mamie,f,THORNE,10,Junior,60,66,56,58,90,82
manasseh,m,MCHUGH,16,Junior,31,98,100,48,42,90
manasses,m,DICKENS,34,Adulte,74,56,41,63,56,97
mandeep,m,LEUNG,30,Adulte,45,80,31,83,68,80
mandi,f,TOBIN,11,Junior,65,64,96,63,70,46
mandy,f,KOWALSKI,30,Adulte,69,36,64,95,86,35
manel,m,MEDEIROS,17,Junior,42,60,95,79,69,71
manfred,m,COPE,22,Adulte,62,90,79,63,86,72
manfredo,m,QUEZADA,17,Junior,90,38,34,89,55,43
manfried,m,KRAUS,32,Adulte,90,83,60,65,35,66
mani,m,OVERTON,10,Junior,82,95,31,52,48,93
manish,m,MONTALVO,14,Junior,37,83,54,86,60,33
manjula,f,STALEY,20,Adulte,45,83,92,85,89,78
manjusha,f,WOODY,29,Adulte,33,51,86,97,63,41
manley,m,HATHAWAY,15,Junior,95,79,94,63,38,40
manlio,m,OSORIO,34,Adulte,71,48,86,31,67,89
mannix,m,LAIRD,20,Adulte,64,47,93,94,95,79
manny,m,DOBBS,25,Adulte,96,32,73,77,43,71
manoel,m,CAPPS,18,Adulte,36,96,54,64,71,68
manola,f,PUTNAM,12,Junior,80,91,87,50,47,92
manolo,m,LAY,33,Adulte,42,53,57,96,46,96
manon,f,FRANCISCO,21,Adulte,60,33,83,95,34,83
mansel,m,BERNSTEIN,10,Junior,46,88,75,98,65,64
mansoor,m,ADAIR,30,Adulte,61,84,98,32,49,67
mansur,m,HUTTON,21,Adulte,64,86,65,35,48,73
manu,m,BURKETT,30,Adulte,48,67,72,34,66,56
manuel,m,RHOADES,27,Adulte,70,41,89,40,56,81
manuela,f,YANEZ,21,Adulte,88,83,96,70,98,93
manus,m,RICHEY,28,Adulte,68,36,35,30,90,87
manya,f,BLEDSOE,30,Adulte,37,64,77,68,59,35
maoilios,m,MCCAIN,21,Adulte,50,50,97,99,82,54
maquinna,m,BEYER,34,Adulte,78,94,89,40,31,68
mara (1),f,CATES,30,Adulte,88,90,50,84,67,75
mara (2),f,ROCHE,25,Adulte,70,64,73,76,49,61
marajha,f,SPICER,35,Adulte,69,79,36,36,66,34
maral,f,QUEEN,12,Junior,76,88,92,98,91,82
maralyn,f,DOTY,19,Adulte,72,60,39,86,41,82
marc,m,DARLING,35,Adulte,99,82,89,68,34,33
marcel,m,DARBY,21,Adulte,92,62,41,50,42,100
marcela,f,SUMNER,31,Adulte,73,36,96,44,50,37
marceli,m,KINCAID,24,Adulte,33,56,52,77,32,95
marcelina,f,HAY,20,Adulte,83,33,32,56,54,43
marceline,f,GROSSMAN,20,Adulte,91,59,98,49,84,96
marcelino,m,LACEY,23,Adulte,41,66,98,67,55,100
marcella,f,WILKES,18,Adulte,82,40,98,88,32,51
marcelle,f,HUMPHRIES,32,Adulte,75,40,94,55,74,83
marcellette,f,PAZ,13,Junior,96,95,30,51,98,74
marcellin,m,DARNELL,32,Adulte,88,42,99,77,33,81
marcelline,f,KEYS,14,Junior,91,35,79,78,34,33
marcellino,m,KYLE,30,Adulte,85,74,94,98,42,88
marcello,m,LACKEY,15,Junior,58,96,87,39,60,33
marcellus,m,VOGT,11,Junior,73,82,61,81,87,44
marcelo,m,LOCKLEAR,27,Adulte,43,72,35,38,70,70
marci,f,KISER,20,Adulte,95,72,51,77,56,57
marcia,f,PRESLEY,23,Adulte,64,40,70,73,92,85
marcie,f,BRYSON,16,Junior,60,98,67,65,56,41
marcin,m,BERGMAN,35,Adulte,64,49,79,76,79,75
marcio,m,PEOPLES,34,Adulte,84,68,52,40,50,70
marco,m,FAIR,34,Adulte,49,49,86,74,37,63
marcos,m,MCCLENDON,18,Adulte,41,40,73,98,57,51
marcus,m,CORLEY,16,Junior,62,68,82,63,30,72
marcy,f,PRADO,16,Junior,99,86,59,93,85,72
marduk,m,CHRISTIE,32,Adulte,47,61,40,40,42,85
mared,f,DELONG,28,Adulte,49,55,86,37,59,58
maredudd,m,SKAGGS,27,Adulte,96,30,35,80,96,93
mareike,f,DILL,26,Adulte,83,61,89,84,51,51
marek,m,SHEARER,16,Junior,86,36,52,50,84,35
maresol,f,JUDD,11,Junior,79,100,41,66,80,35
marfa,f,STAPLETON,20,Adulte,78,86,91,67,75,65
margaid,f,FLAHERTY,30,Adulte,85,32,40,81,84,79
marganita,f,CASILLAS,23,Adulte,36,30,97,42,72,60
margaret,f,PINTO,21,Adulte,89,71,31,93,47,42
margaréta,f,YOUNGBLOOD,23,Adulte,86,50,87,44,56,94
margareta,f,HAYWOOD,19,Adulte,75,60,82,47,99,77
margarete,f,TONEY,16,Junior,79,45,51,50,92,81
margarethe,f,RICKS,24,Adulte,58,71,35,49,68,35
margaretta,f,GRANADOS,28,Adulte,40,44,30,67,74,46
margarid,f,CRUM,14,Junior,61,92,100,57,41,89
margarida,f,TRIPLETT,31,Adulte,77,81,72,62,93,40
margarita,f,SORIANO,26,Adulte,50,96,64,39,34,75
margaux,f,WAITE,31,Adulte,44,72,93,98,46,45
marge,f,HOFF,13,Junior,87,64,81,42,73,53
marged,f,ANAYA,24,Adulte,82,43,33,60,38,79
margery,f,CRENSHAW,21,Adulte,52,53,91,40,47,94
margh,m,JUNG,32,Adulte,46,70,52,49,40,31
margherita,f,CANALES,26,Adulte,67,93,42,86,85,37
margie,f,CAGLE,33,Adulte,73,65,61,45,85,70
margit,f,DENNY,32,Adulte,56,99,95,38,72,58
margo,f,MARCUS,32,Adulte,56,84,31,98,70,91
margot,f,BERMAN,19,Adulte,40,38,44,70,42,90
margrét,f,MUNSON,14,Junior,51,54,98,42,72,48
margrethe,f,OCAMPO,10,Junior,82,42,65,30,70,83
marguerite,f,BAUMAN,31,Adulte,69,80,37,100,51,83
mari,f,CORCORAN,27,Adulte,73,41,57,86,37,38
mária,f,KEEN,24,Adulte,91,45,74,77,33,66
maría,f,ZIMMER,10,Junior,38,75,35,94,72,69
maria,f,FRIEND,16,Junior,69,46,47,35,70,77
mariabella,f,ORNELAS,22,Adulte,49,75,59,86,88,33
mariah,f,VARNER,31,Adulte,70,30,72,54,70,82
mariam,f,PELLETIER,11,Junior,33,89,51,73,60,67
mariamne,f,VERNON,12,Junior,71,72,77,91,89,82
marian (1),f,BLUM,22,Adulte,34,94,34,76,63,45
marian (2),m,ALBRECHT,10,Junior,75,76,33,87,32,80
marian (3),m,CULVER,18,Adulte,76,84,51,95,39,84
mariana,f,SCHUSTER,32,Adulte,99,66,65,88,40,64
mariangela,f,CUELLAR,14,Junior,96,91,59,42,100,32
marianna,f,MCCORD,20,Adulte,34,77,81,43,98,62
marianne (1),f,SHULTZ,11,Junior,35,92,70,40,74,87
marianne (2),f,MCRAE,24,Adulte,94,88,56,71,74,65
mariano,m,MORELAND,26,Adulte,75,78,73,35,94,98
marianus,m,CALVERT,15,Junior,60,50,67,38,32,45
maribel,f,WILLIAM,28,Adulte,59,57,54,98,41,74
marica,f,WHITTINGTON,13,Junior,97,69,99,55,34,66
marie,f,ECKERT,11,Junior,89,48,53,60,37,64
marieke,f,KEENE,13,Junior,35,62,89,49,46,91
mariel,f,MOHR,17,Junior,92,35,63,71,85,41
mariele,f,HANKS,14,Junior,55,40,38,55,100,67
mariella,f,KIMBLE,34,Adulte,59,57,38,90,58,41
marielle,f,CAVANAUGH,17,Junior,47,45,92,79,57,36
marietta,f,CROWELL,11,Junior,46,46,71,93,49,84
mariette,f,RUSS,33,Adulte,46,54,93,63,96,47
marigold,f,FELICIANO,28,Adulte,76,46,91,72,94,74
marija,f,CRAIN,13,Junior,94,55,98,76,56,55
marijan,m,BUSCH,23,Adulte,30,45,95,91,71,79
marijana,f,MCCORMACK,15,Junior,64,73,40,65,97,72
marijke,f,DRUMMOND,26,Adulte,55,89,42,70,90,58
marijona,f,OMALLEY,17,Junior,38,52,62,77,90,41
marijse,f,ALDRICH,29,Adulte,95,62,90,37,50,33
marika,f,LUKE,10,Junior,98,92,94,37,34,75
mariko,f,GRECO,13,Junior,68,77,52,65,94,99
marilena,f,MOTT,22,Adulte,82,56,75,41,87,48
marilene,f,OAKES,19,Adulte,35,64,62,96,61,50
marilou,f,MALLORY,10,Junior,34,82,30,43,63,59
marilyn,f,MCLAIN,20,Adulte,94,46,36,36,45,48
marilynn,f,BURROWS,17,Junior,68,42,90,85,43,61
marin,m,OTERO,18,Adulte,55,81,42,52,91,95
marina,f,ALLRED,35,Adulte,86,84,38,76,49,78
marinda,f,EASON,14,Junior,52,33,72,54,84,76
marine,f,FINNEY,25,Adulte,68,41,38,97,30,55
marino,m,WELLER,22,Adulte,70,67,87,35,31,71
marinus,m,WALDRON,28,Adulte,72,94,34,46,49,84
mario,m,CHAMPION,34,Adulte,63,53,69,90,93,73
marion (1),f,JEFFERS,26,Adulte,100,40,53,33,36,96
marion (2),m,COON,17,Junior,95,81,54,77,54,78
maris,f,ROSENTHAL,12,Junior,80,71,48,40,93,42
marisa,f,HUDDLESTON,26,Adulte,52,93,67,40,80,60
marise,f,SOLANO,33,Adulte,38,48,77,58,76,44
mariska,f,HIRSCH,17,Junior,70,92,37,63,51,56
marisol,f,AKINS,26,Adulte,50,40,34,47,73,44
marissa,f,OLIVARES,28,Adulte,51,42,33,54,93,56
marit,f,SONG,10,Junior,48,94,76,51,72,36
marita,f,SNEED,17,Junior,51,54,53,33,86,38
maritza,f,BENEDICT,12,Junior,60,44,50,95,68,60
marius,m,BAIN,23,Adulte,81,68,92,87,87,49
mariusz,m,OKEEFE,18,Adulte,36,90,92,46,52,93
mariya,f,HIDALGO,18,Adulte,100,39,32,46,35,44
marja,f,MATOS,11,Junior,86,68,50,36,84,85
marjaana,f,STALLINGS,27,Adulte,98,62,86,94,61,69
marjan,f,PARIS,13,Junior,93,53,80,89,44,62
marjani,f,GAMEZ,32,Adulte,60,84,67,48,70,71
marje,f,KENNY,12,Junior,80,49,70,86,35,39
marjeta,f,QUIGLEY,25,Adulte,86,39,39,77,75,90
marjolaine,f,MARRERO,33,Adulte,63,79,66,62,79,42
marjorie,f,FAGAN,24,Adulte,91,31,55,71,76,80
marjory,f,DUTTON,25,Adulte,74,98,64,99,53,66
márk,m,PAPPAS,21,Adulte,42,32,77,88,72,37
mark,m,ATWOOD,26,Adulte,64,82,80,91,35,38
markéta,f,MCGOVERN,22,Adulte,49,74,70,68,95,75
marketta,f,BAGLEY,14,Junior,60,77,36,42,33,73
markku,m,READ,10,Junior,84,66,76,61,81,97
marko,m,LUNSFORD,24,Adulte,57,90,35,55,99,74
markus,m,MOSELEY,10,Junior,97,83,41,69,36,32
marla,f,OAKLEY,32,Adulte,98,74,100,47,32,100
marlee,f,ASHBY,29,Adulte,32,45,97,37,87,39
marlen,m,GRANGER,18,Adulte,93,88,79,30,81,44
marlena,f,SHAVER,28,Adulte,62,31,56,99,41,71
marlene,f,HOPE,19,Adulte,77,93,90,44,52,100
marley,m,COE,33,Adulte,87,53,87,46,87,96
marlin,m,BURROUGHS,20,Adulte,84,98,76,63,73,76
marlon,m,HELM,32,Adulte,35,55,31,82,99,70
marlowe,m,NEUMANN,20,Adulte,81,33,54,84,50,60
marly,m,AMBROSE,33,Adulte,72,77,83,51,100,94
marlyn,f,MICHAELS,10,Junior,40,55,35,33,45,68
marmaduke,m,PRESCOTT,33,Adulte,83,52,47,94,67,32
marna,f,LIGHT,10,Junior,88,86,50,70,98,55
marni,f,DUMAS,19,Adulte,75,49,32,30,45,56
marnie (1),f,FLOOD,25,Adulte,62,40,85,96,65,66
marnie (2),f,STRINGER,22,Adulte,64,99,96,84,94,82
marquis,m,CURRIE,14,Junior,34,95,30,95,62,93
marquise,m,COMER,21,Adulte,86,39,82,99,57,50
marquita,f,FONG,16,Junior,92,71,54,100,94,95
mars,m,WHITLOCK,26,Adulte,49,33,79,90,92,94
marsaili,f,LEMUS,10,Junior,82,83,63,64,72,100
marsha,f,HAWLEY,29,Adulte,90,99,67,78,37,50
marshal,m,ULRICH,23,Adulte,94,48,98,37,37,68
marshall,m,STAPLES,23,Adulte,36,68,80,30,50,70
marshan,f,BOYKIN,19,Adulte,35,82,82,80,82,86
márta,f,KNUTSON,30,Adulte,32,75,40,60,76,59
märta,f,GROVER,16,Junior,35,99,88,96,63,93
marta,f,HOBSON,30,Adulte,79,93,89,91,60,40
mårten,m,CORMIER,32,Adulte,90,95,55,41,86,76
marten,m,DORAN,16,Junior,49,63,46,65,30,52
martha,f,THAYER,20,Adulte,56,56,51,83,42,84
marthe,f,WOODSON,31,Adulte,30,72,59,83,85,43
martie,m,WHITT,26,Adulte,74,45,67,93,69,33
martijn,m,HOOKER,18,Adulte,31,94,33,65,62,81
martín,m,KOHLER,22,Adulte,60,92,41,76,61,58
martin,m,VANDYKE,25,Adulte,65,60,41,92,89,44
martina,f,ADDISON,18,Adulte,58,52,39,84,69,87
martine,f,SCHRADER,17,Junior,85,86,48,32,85,30
martinho,m,HASKINS,31,Adulte,71,66,68,83,68,81
martino,m,WHITTAKER,25,Adulte,66,81,90,31,80,77
martirio,f,MADSEN,27,Adulte,98,95,84,91,36,100
martita,f,GAUTHIER,31,Adulte,76,92,38,44,84,75
márton,m,BURNETTE,19,Adulte,43,92,41,40,72,39
martta,f,KEATING,19,Adulte,33,90,83,60,46,55
martti,m,PURVIS,12,Junior,36,97,61,78,43,68
mártuska,f,ALEMAN,24,Adulte,33,31,38,39,61,88
marty,m,HUSTON,10,Junior,100,51,88,42,56,45
martyn,m,PIMENTEL,14,Junior,72,97,91,46,57,72
martyna,f,HAMLIN,29,Adulte,63,70,42,39,90,66
marva,f,GERBER,18,Adulte,95,56,79,70,39,52
marvin,m,HOOKS,31,Adulte,52,65,81,97,71,67
marvyn,m,SCHWAB,26,Adulte,69,53,31,33,62,91
marwa,f,HONEYCUTT,31,Adulte,70,91,74,68,54,64
mary,f,SCHULTE,11,Junior,65,69,49,56,54,98
marya,f,ALONZO,10,Junior,72,83,67,52,75,94
maryam,f,ISAAC,14,Junior,40,38,37,72,88,70
maryann,f,CONROY,19,Adulte,64,68,86,53,46,97
maryanne,f,ADLER,28,Adulte,66,32,58,35,52,44
marylou,f,EASTMAN,29,Adulte,90,90,47,43,55,68
marylyn,f,COTTRELL,27,Adulte,47,58,71,91,99,35
maryvonne,f,OROURKE,33,Adulte,50,59,49,93,87,83
